Date,Open,High,Low,Close,Volume
2015-11-09,54.39333153742343,54.41937010998985,53.24766414260042,53.34530258178711,13551200
2015-11-10,53.332292406044964,53.774938261979905,53.28672613997889,53.605690002441406,14238000
2015-11-11,53.6512535695536,53.74238609710128,52.98728730222762,53.130496978759766,9598000
2015-11-12,52.44698551619174,52.90915892863919,51.63329888166825,51.69188690185547,16050600
2015-11-13,51.60725063926601,51.80253738148343,50.734981114417344,50.83913040161133,17527300
2015-11-16,50.73499469024115,52.720387257750915,50.71546700406376,52.66180419921875,14548100
2015-11-17,52.538131231885764,52.64879145008105,51.83510461096805,52.04991912841797,10011700
2015-11-18,52.004349314907714,52.661809626619,51.80906250030832,52.557655334472656,10884600
2015-11-19,52.407950490167245,52.58370468625325,52.10200340221104,52.2712516784668,9453300
2015-11-20,52.44699451316879,52.68784758619036,51.848122239350225,51.93925476074219,10144400
2015-11-23,51.81556728639096,52.53812146247308,51.464054041295654,52.25821304321289,11868400
2015-11-24,52.30378421802224,53.60568304095421,52.20614081303236,53.29973602294922,15055500
2015-11-25,52.92218644886707,53.48850922959427,52.79199359338122,52.8896369934082,8980400
2015-11-27,52.45349179615987,52.89613748514492,52.37537609821592,52.876609802246094,4156600
2015-11-30,53.000304653727845,53.80097468699558,52.88964443575557,53.15653610229492,17729200
2015-12-01,53.221607031093534,53.46245505232481,52.90263835302523,53.30622863769531,13917000
2015-12-02,52.92869113780233,53.143505619603495,51.698397238540444,51.783023834228516,16300000
2015-12-03,51.89367748539115,51.97829910405097,50.787060727680185,51.04093551635742,14870300
2015-12-04,50.350938693977035,51.41198947024608,50.14263506974909,51.3338737487793,20156400
2015-12-07,50.337926177991555,50.44858640139952,49.30942477298082,49.992923736572266,17676100
2015-12-08,48.99696385658732,49.69999046800287,48.033561433255144,48.58035659790039,24217600
2015-12-09,48.717053517130225,50.24678866828751,48.64545364804954,49.23130416870117,22036300
2015-12-10,49.341956226301456,50.44856798920252,49.159686260543,49.27035140991211,20142400
2015-12-11,48.70404042802781,49.17272485337378,48.39158248901367,48.39158248901367,20473100
2015-12-14,48.3655405086108,49.61536211564216,48.22883676958742,49.49168014526367,21976500
2015-12-15,50.403007778869956,51.81556665990322,50.33791383790217,51.70490646362305,24366800
2015-12-16,51.45103159559374,51.82207248587944,50.774043749636725,51.52263641357422,17233900
2015-12-17,51.43801728913933,51.57472102790978,50.741501658414215,50.74801254272461,17362900
2015-12-18,50.49414242936446,51.28179057105756,50.162156860105526,50.30536651611328,28836000
2015-12-21,50.63734930687966,50.83914201126384,49.895267463148315,50.2923469543457,14460500
2015-12-22,50.57876336030878,50.708956212311136,50.25979956401462,50.54621887207031,13855800
2015-12-23,51.21670704229397,52.21916987185041,50.98236482414568,52.199642181396484,15184200
2015-12-24,52.25170533346703,52.25170533346703,51.503117508285186,51.63981628417969,5848300
2015-12-28,50.852151989486806,51.33385299457222,50.71545325694966,51.2557373046875,9715800
2015-12-29,52.06943994664787,52.12802797383467,51.32084716018116,51.52915573120117,8839000
2015-12-30,50.982352299882365,51.41848716738165,50.754521023304335,50.84565353393555,9314600
2015-12-31,50.45508651191705,51.06046961810355,50.40300937095812,50.74150085449219,10285500
2016-01-04,50.44857351201443,50.734992808927316,49.771585606988054,50.42253494262695,20400100
2016-01-05,50.24678966405521,50.86518965537602,50.071030531296536,50.8521728515625,11993500
2016-01-06,49.888757481738125,50.53970682775908,49.856208027897324,50.429046630859375,18826900
2016-01-07,49.511206782504516,50.76753924723069,49.40705746730078,49.62187194824219,21263800
2016-01-08,49.699988771553826,49.895275590175686,48.49573330031927,48.619415283203125,19033600
2016-01-11,48.827716925366516,48.8993217582008,47.23288788156202,47.96846389770508,21353000
2016-01-12,48.24836026677086,49.09459131316986,47.61693869875358,48.95138168334961,21864100
2016-01-13,49.37450015124027,50.16214815626534,48.78213890985888,49.24431228637695,26052700
2016-01-14,49.608855207039944,52.02387698385235,49.341968524626175,51.50312042236328,33806700
2016-01-15,49.686961863664514,50.88470620634653,49.667434179043475,50.500648498535156,28342100
2016-01-19,50.7284959087674,50.9302886692097,48.94489562802889,49.7325439453125,22684500
2016-01-20,48.86677242203675,49.289890535374,46.57543266471265,47.636478424072266,33300800
2016-01-21,47.623462478046825,48.814696155403,47.26543830654497,48.2353515625,22265600
2016-01-22,49.74553823377238,49.97336946765519,48.63892654557106,49.84318161010742,22530300
2016-01-25,49.30941624048246,49.693473996329445,48.1051608635228,48.1572380065918,17086600
2016-01-26,48.67150059968369,49.97339983159163,48.33300898458226,49.927833557128906,18724700
2016-01-27,49.472133456946615,50.4290294644795,48.638919372287354,49.00996017456055,18106100
2016-01-28,50.35093458615826,50.552732275229836,49.224794916733494,50.11659240722656,16157700
2016-01-29,49.94732795397575,50.676387786865234,49.63487019248909,50.676387786865234,25161900
2016-02-01,49.90177986774365,49.98640149588846,49.10762086114818,49.660926818847656,16754200
2016-02-02,48.29394166539305,49.22479958488424,47.877334411417294,48.554317474365234,21404200
2016-02-03,49.16619503320996,51.1190427425106,48.33949168813272,51.08649826049805,25873700
2016-02-04,51.15160334658033,52.07595027198414,50.48763219945674,51.96529006958008,23658700
2016-02-05,51.685371734389946,52.14103422541702,51.14508266192306,52.12801742553711,26719900
2016-02-08,51.62027352002497,53.234624754040745,51.36640372946323,52.83103942871094,26601200
2016-02-09,52.53545433429259,52.98868250903482,51.68810773083677,52.601139068603516,18418100
2016-02-10,52.39752969108246,53.50105068363508,52.07567086325383,52.12165069580078,16610900
2016-02-11,51.45822377558849,52.647139480878465,50.959015590381235,52.285865783691406,19331600
2016-02-12,52.60114611472754,53.25143359093505,52.42379179576434,53.22515869140625,16767200
2016-02-16,53.66525675608265,53.76378638522321,52.732520291258865,53.34996795654297,15912200
2016-02-17,53.63242460087704,54.374671892494405,53.31056577672404,53.86232376098633,17006700
2016-02-18,54.45347148397573,54.558566046637075,53.77033928669467,54.15788269042969,14873700
2016-02-19,53.987129677146335,54.22359882251176,53.14635272092524,54.19075393676758,13615900
2016-02-22,54.190746856520896,54.808194545572505,53.99368759065433,54.118492126464844,14595200
2016-02-23,53.855737255626394,54.10534627694396,53.12662513485276,53.356529235839844,11041600
2016-02-24,52.48948401842712,53.71123432970415,52.33183461384146,53.547019958496094,13777500
2016-02-25,53.573292364322235,53.908291069184564,52.56173128341858,53.86888122558594,13706400
2016-02-26,54.44692593441197,54.57173048177327,53.658698820845096,53.6981086730957,14343300
2016-02-29,53.78349361220576,54.12506233966508,52.58144812177001,52.647132873535156,18903600
2016-03-01,52.91643938511652,53.71123637059276,52.75879498596567,53.38937759399414,15730600
2016-03-02,53.172612416517616,54.335252993457,52.752224019043766,54.322113037109375,14094400
2016-03-03,54.295833914567616,54.33524375405906,53.56015183837442,54.12504959106445,13216200
2016-03-04,54.295845944952035,54.49947017600724,53.70467316447292,54.05280685424805,18402700
2016-03-07,54.065942839247676,55.478187561035156,54.00025808713728,55.478187561035156,18945600
2016-03-08,55.17603884371134,55.31397833944952,54.17761748870964,54.27614212036133,14003900
2016-03-09,54.66367244695214,55.07749079588473,54.01995000385508,54.12504959106445,14139300
2016-03-10,54.13820473093624,54.29585417056412,53.15948826418671,53.980560302734375,15898300
2016-03-11,54.663672443427714,54.86729662935257,53.868875608048604,53.98711013793945,15370200
2016-03-14,53.520737170926054,54.28268906376388,53.21857839066808,54.131614685058594,13344600
2016-03-15,53.599595511259935,54.42066776177381,53.547045684484495,54.400962829589844,9213000
2016-03-16,54.53230910372015,54.62427376702853,53.82290679082478,54.43378448486328,11492100
2016-03-17,54.96583173598379,55.62268918741217,54.33524918398351,55.2417106628418,13673900
2016-03-18,55.563569942653594,55.57013992042966,54.68338335479894,55.307395935058594,19637000
2016-03-21,55.070922724721036,55.26798195184636,54.84759361130836,54.92641830444336,8385400
2016-03-22,54.571723690871444,55.74092926878427,54.525743865158866,55.25485610961914,13005100
2016-03-23,55.0840650216579,55.373083897352,54.86073088732395,55.011810302734375,12748900
2016-03-24,54.4797778692633,55.19575033874259,54.47320788922937,55.16291046142578,9368300
2016-03-28,55.195729236643366,55.412493392053285,54.97896508123344,55.320533752441406,7490400
2016-03-29,54.95926067972662,55.57670827560813,54.62426699429795,55.5241584777832,9977900
2016-03-30,55.85259978554142,55.86573974367151,55.17603727318641,55.517601013183594,10807000
2016-03-31,55.22200535789351,55.89856772634155,54.90671157836914,54.90671157836914,13896900
2016-04-01,54.12505844116086,54.77534595622021,54.11848846302997,54.492897033691406,12235300
2016-04-04,54.55857782442947,55.11034068463936,54.374658541501034,54.624267578125,8050200
