Date,Open,High,Low,Close,Volume
2015-11-09,73.1082695493714,73.1082695493714,72.07319018403794,72.77256774902344,10157300
2015-11-10,72.5390458486198,74.2953008940948,72.50167781013423,74.24859619140625,8440300
2015-11-11,74.59422891482066,74.96790212656605,73.95898659302063,73.96833038330078,8024400
2015-11-12,73.66940312748173,73.9403160641793,72.99679268150496,73.15560150146484,8939800
2015-11-13,72.88467777248509,73.77215252899153,72.65113290928187,72.96875762939453,9913200
2015-11-16,72.669831924617,73.71611564220697,72.47365506392352,73.70677185058594,7805000
2015-11-17,73.74411771713523,74.06173526450497,73.30505229688198,73.641357421875,6942600
2015-11-18,73.76280109537772,75.20143815890172,73.5572804966996,75.16407012939453,7212400
2015-11-19,75.29485908514316,75.6778760646389,74.59422452704216,74.87448120117188,6082200
2015-11-20,75.28547770457988,75.66849449283129,74.7156351055649,74.91181182861328,6764300
2015-11-23,75.28552222335492,75.46301860845224,74.32331848204112,74.83712005615234,5910600
2015-11-24,74.01503929074056,74.9211873499428,73.99635171091668,74.53817749023438,6040800
2015-11-25,74.52884676157967,74.81844015459052,74.32332611083984,74.32332611083984,4268700
2015-11-27,74.39802877164936,74.87446214552767,74.37000453681325,74.5848617553711,3139500
2015-11-30,74.79039327649193,74.8557855431018,73.76279746095561,73.80950927734375,8874600
2015-12-01,74.29527587224446,74.66894900402663,73.58529763458056,74.6502685546875,6702100
2015-12-02,74.57551912758917,74.8744561539554,73.772124532876,73.83751678466797,7310000
2015-12-03,74.13648120429175,74.51949106995994,72.94073265700052,73.13690948486328,8689600
2015-12-04,73.40781093088424,75.10801696777344,73.28636306074917,75.10801696777344,9944600
2015-12-07,74.85579109644128,75.19209624316234,73.86556323510878,74.31397247314453,15262400
2015-12-08,73.78151257893485,74.42609169691451,73.20231862474897,73.86558532714844,11344000
2015-12-09,73.64139661037991,74.50084033061886,72.30551918832803,72.75392150878906,15361500
2015-12-10,72.7819191930232,73.90293160238743,72.52034297876332,72.97809600830078,8717100
2015-12-11,72.06259111838332,72.06259111838332,70.54921807636507,71.10038757324219,15625800
2015-12-14,71.18446579857302,72.24009305781587,70.60527914526261,71.81037139892578,10361000
2015-12-15,73.21163796362771,74.22054624133233,73.06216584709499,73.44518280029297,11355300
2015-12-16,74.22053686715037,74.71565784521326,73.00610814620912,74.60355377197266,10497500
2015-12-17,74.71564327793476,74.99589271556329,73.45449586333461,73.51055145263672,7555300
2015-12-18,72.90335949429154,73.04348782639752,71.25920179384228,71.29656982421875,16271200
2015-12-21,71.83841185385961,72.26813360973793,71.3713220591365,72.09063720703125,8442100
2015-12-22,72.33349312023131,72.38954158948958,71.61417829827177,72.28678131103516,5699100
2015-12-23,72.94072752857635,73.48255327822956,72.45495026087931,73.38912963867188,6335900
2015-12-24,73.19297472562984,73.5292799724433,73.03416589441937,73.10890197753906,2188800
2015-12-28,72.90338370922996,73.47323388910709,72.697863037507,73.36112976074219,3680900
2015-12-29,73.80016110245474,74.16449044151695,73.70674460245301,73.996337890625,4627100
2015-12-30,73.86554993059369,73.97765400171642,73.10886705037505,73.19293975830078,4230400
2015-12-31,73.09018124166904,73.61332645899901,72.44560241699219,72.44560241699219,6538300
2016-01-04,71.0536818583109,71.35261897690968,70.07279777879447,70.71737670898438,13476800
2016-01-05,71.2311898454925,71.47407852124418,70.56792322809974,71.24987030029297,8972700
2016-01-06,70.06347895743565,70.85753029350812,69.92335057407564,70.31570434570312,16092000
2016-01-07,68.90508122438696,70.14753453023282,68.52206421216178,68.93310546875,12470800
2016-01-08,69.18533229096761,69.60571734717317,67.96155941249891,68.08300018310547,9977600
2016-01-11,68.29785947529781,69.20401467307344,67.87748157789966,69.0545425415039,13069500
2016-01-12,69.61505569638724,70.06346500841978,69.14796592966444,69.83926391601562,10236900
2016-01-13,70.31568864085943,70.42779274795437,68.18576049662393,68.28852081298828,12659600
2016-01-14,68.33523336316416,69.61505474507189,67.87748739365387,68.94245147705078,10426200
2016-01-15,67.20485684425296,68.14837274558582,66.0091085567334,67.10209655761719,18470500
2016-01-19,68.13906714926826,68.21379610589055,66.00913865019041,66.69108581542969,16009600
2016-01-20,65.35519874439498,66.70976333261498,64.49575529152557,66.0278091430664,16586000
2016-01-21,66.06516157940615,67.56919083039378,65.48596784459855,66.84986877441406,11931200
2016-01-22,67.88683170860817,68.36326531347517,67.38237385531811,67.91485595703125,8652600
2016-01-25,67.9709029777983,68.11103132940207,66.86857087359215,67.01803588867188,9126200
2016-01-26,67.42907566675771,67.51314839953274,66.84054515566095,67.14881896972656,7500200
2016-01-27,67.24223213271107,67.70932180343026,65.93437962925282,66.24266052246094,9020500
2016-01-28,66.71908635620466,67.12078375510899,64.76665496826172,64.76665496826172,15295600
2016-01-29,65.79426925254377,69.59637992439842,64.23419103725561,69.5870361328125,40427800
2016-02-01,69.20399582077988,69.85791840019866,68.42862538573935,69.48424530029297,12623500
2016-02-02,68.66217259997599,69.32543899023295,68.31652372312864,68.56875610351562,9572700
2016-02-03,68.90505876629965,69.71779009683132,67.6625987381824,69.48424530029297,9941900
2016-02-04,69.22269882933433,69.71781281900594,67.97090173297396,68.8303451538086,14735700
2016-02-05,68.71823902549535,68.76495084954021,65.90636397314205,66.8311996459961,12939400
2016-02-08,65.3458333339455,65.42991316957382,61.936084895985346,63.309322357177734,30542600
2016-02-09,62.020178444242326,64.90679689892366,61.7679531070489,63.832489013671875,14882800
2016-02-10,64.5891686850268,66.35476733226771,64.52377640650765,65.5326919555664,11369500
2016-02-11,63.32802219016009,64.52377067819594,62.991717036997116,63.96326446533203,13962100
2016-02-12,64.86942028205272,65.83162393059938,64.57048315699721,65.784912109375,8710200
2016-02-16,66.70974354091997,67.02736106426944,65.76622050453247,66.4201431274414,8780700
2016-02-17,67.1408894611129,67.50593762345565,66.73839954605756,67.42169189453125,8494100
2016-02-18,67.29066712175513,67.6276358439761,66.47632485284014,66.6822509765625,6938100
2016-02-19,66.48564801190055,67.1315055401997,65.80235588427207,66.95365905761719,7750900
